 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5
44	WASP-12b_00083_out.fits	44	0	56319.573801	2456319.573801	2456319.573222	2456319.570368	NaN	-1	-62.91062	-20.03	100	0	0	25	40	60	0.403694	0.721289	0.396061	0.309303	0.064992	0.00094	0.001977	0.001211	0.001053	0.000716	429.585371	364.842569	327.133432	293.625877	90.742283	3121288.388255	4437.585738	2401.654883	2017.268951	2402.154883	2079.231049	6.509097	29.672325	1260044.277747	2322.551632	542.525841	7380	2186.252926	1545.009019	17.953947	17.680051	18.227842	80.100806	0.998949	1877.567068	1902.553258	1878.067068	2193.946742	6.513394	29.660044	1307945.305178	2331.090226	561.087379	7507	2217.916752	1549.916085	18.130632	17.87169	18.389575	70.581345	0.998656	1816.083843	1794.634316	1816.583843	2301.865684	6.513897	29.648509	885506.753118	2242.013692	394.960457	5534	2002.123281	1551.024578	18.101062	17.848887	18.353236	73.560905	0.9989	2432.737949	2347.358555	2433.237949	1749.141445	6.508843	29.707604	737357.669166	2211.359046	333.440954	5067	1920.840631	1545.403936	17.900509	17.750053	18.050965	74.995744	0.999623	3004.820704	2155.500708	3005.320704	1940.999292	6.504153	29.687033	190478.660793	2083.614964	91.417399	2481	1652.49949	1555.415565	17.522894	17.405958	17.639829	66.513301	0.999617
45	WASP-12b_00084_out.fits	45	0	56319.57518	2456319.57518	2456319.574601	2456319.571747	NaN	-1	-63.408469	-19.97	100	0	0	25	40	60	0.405403	0.717992	0.396675	0.308818	0.066223	0.000941	0.001969	0.001214	0.001052	0.000718	430.647766	364.655723	326.801064	293.550393	92.204142	3125432.360869	4446.24753	2399.662015	2015.350338	2400.162015	2081.149662	6.509098	29.672324	1267059.260534	2325.415692	544.874306	7270	2194.980132	1549.509292	18.018647	17.865753	18.171542	85.272093	0.999704	1875.640794	1900.605583	1876.140794	2195.894417	6.513394	29.66004	1306196.419003	2334.097935	559.615087	7249	2221.180428	1555.433018	17.988034	17.727129	18.24894	72.130477	0.998723	1814.20782	1792.698128	1814.70782	2303.801872	6.513897	29.648507	887665.192976	2250.338011	394.458605	5463	2008.799796	1556.601532	17.964142	17.706346	18.221938	74.238103	0.998867	2430.759319	2345.406555	2431.259319	1751.093445	6.508843	29.707596	737451.5557	2211.846828	333.409867	4884	1927.298165	1551.430909	17.652654	17.578032	17.727275	54.97282	0.999386	3002.802368	2153.617801	3003.302368	1942.882199	6.504153	29.687036	194119.19319	2089.214296	92.914927	2562	1658.384302	1559.444856	18.073535	18.112774	18.034296	338.698974	0.999965
46	WASP-12b_00085_out.fits	46	0	56319.576559	2456319.576559	2456319.57598	2456319.573126	NaN	-1	-63.906301	-19.93	100	0	0	25	40	60	0.406096	0.719722	0.395762	0.310531	0.064955	0.000946	0.001979	0.001213	0.001056	0.00072	429.211864	363.680655	326.289115	293.941181	90.245966	3118928.339884	4446.95274	2400.731147	2016.293017	2401.231147	2080.206983	6.509097	29.672332	1266582.931955	2333.854723	542.699989	6556	2196.711089	1552.467481	18.440899	18.308199	18.5736	88.399766	0.999792	1876.704931	1901.47207	1877.204931	2195.02793	6.513393	29.66004	1305304.745026	2339.608818	557.915808	6767	2223.052444	1558.436993	18.388914	18.14735	18.630478	71.859931	0.998938	1815.264449	1793.616041	1815.764449	2302.883959	6.513897	29.648512	884357.473665	2244.47395	394.015477	5073	2008.920061	1558.636215	18.321732	18.189954	18.453509	69.502919	0.999637	2431.828427	2346.301851	2432.328427	1750.198149	6.508843	29.707601	739031.992288	2210.307296	334.357125	4727	1931.427843	1554.562982	18.18922	18.064322	18.314119	56.008785	0.998658	3003.815962	2154.531135	3004.315962	1941.968865	6.504153	29.687039	190234.128906	2092.485985	90.912976	2429	1659.441101	1562.432367	17.789074	17.608029	17.970119	64.499662	0.998954
47	WASP-12b_00086_out.fits	47	0	56319.577938	2456319.577938	2456319.57736	2456319.574505	NaN	-1	-64.404151	-19.96	100	0	0	25	40	60	0.405268	0.720974	0.396314	0.308887	0.065241	0.00094	0.001975	0.00121	0.001053	0.000716	431.299381	364.968885	327.483472	293.411902	91.138154	3126727.942709	4443.423357	2398.509551	2014.168243	2399.009551	2082.331757	6.509097	29.672324	1267163.060978	2321.447467	545.850414	6519	2190.04432	1544.520601	18.485718	18.335463	18.635972	82.549148	0.999717	1874.390745	1899.411972	1874.890745	2197.088028	6.513394	29.660038	1309891.517413	2335.060939	560.966738	6382	2218.326707	1550.695965	18.54749	18.238815	18.856164	81.891551	0.998799	1812.924214	1791.572421	1813.424214	2304.927579	6.513897	29.648512	887455.957119	2243.464202	395.573933	4818	2003.572959	1550.789308	18.514737	18.329048	18.700426	67.450987	0.999193	2429.613433	2344.266186	2430.113433	1752.233814	6.508843	29.707602	737883.887875	2215.62351	333.036676	4509	1922.165479	1546.460851	18.201905	17.982274	18.421535	66.6693	0.998764	3001.732091	2152.467451	3002.232091	1944.032549	6.504152	29.687039	191496.580301	2085.517292	91.822101	2380	1653.048371	1555.54502	17.718768	17.65858	17.778957	61.165728	0.999839
48	WASP-12b_00087_out.fits	48	0	56319.579317	2456319.579317	2456319.578739	2456319.575884	NaN	-1	-64.901999	-19.98	100	0	0	25	40	60	0.405201	0.720886	0.39711	0.308042	0.065372	0.000938	0.001969	0.001209	0.001046	0.000715	431.910828	366.038153	328.426373	294.38951	91.419368	3132894.967394	4439.359733	2401.887826	2016.444065	2402.387826	2080.055935	6.509098	29.672326	1269452.36846	2324.39758	546.142527	7025	2190.112583	1543.422635	18.256008	18.188573	18.323443	69.085558	0.999902	1877.806641	1901.688596	1878.306641	2194.811404	6.513394	29.66004	1312381.96941	2332.459111	562.660225	6953	2216.314155	1548.095229	18.144028	18.030084	18.257973	55.936891	0.998864	1816.356757	1793.811967	1816.856757	2302.688033	6.513897	29.648509	890484.278685	2244.578963	396.726644	5183	2002.082017	1548.447642	18.168759	18.014958	18.32256	66.35676	0.999377	2433.017377	2346.443394	2433.517377	1750.056606	6.508843	29.707595	737792.410045	2207.547908	334.213544	4662	1921.847804	1545.038606	17.891277	17.806444	17.97611	54.985268	0.999229	3004.972781	2154.667812	3005.472781	1941.832188	6.504154	29.687034	192236.309253	2087.138435	92.105203	2423	1652.343017	1554.363247	17.709064	17.47598	17.942147	62.561657	0.997907
49	WASP-12b_00088_out.fits	49	0	56319.580697	2456319.580697	2456319.580118	2456319.577263	NaN	-1	-65.399869	-19.98	100	0	0	25	40	60	0.405959	0.716838	0.395125	0.309467	0.067141	0.000941	0.001964	0.001209	0.001051	0.000719	431.420351	364.923079	326.689372	294.347238	93.399446	3123975.0457	4440.141265	2400.509162	2014.822061	2401.009162	2081.677939	6.509098	29.672327	1268207.344189	2322.118507	546.142387	6670	2188.378695	1541.993708	18.619098	18.599631	18.638564	299.755558	0.999983	1876.519032	1900.039129	1877.019032	2196.460871	6.513393	29.66004	1304365.749022	2332.732741	559.157818	6723	2215.627491	1549.114589	18.467626	18.356194	18.579058	86.824468	0.999853	1815.028231	1792.211472	1815.528231	2304.288528	6.513897	29.648515	884766.999628	2245.970511	393.93527	5052	1998.944557	1548.910478	18.493863	18.565324	18.422402	18.794787	0.999905	2431.562478	2344.866621	2432.062478	1751.633379	6.508844	29.707599	738291.019897	2206.690922	334.569292	4766	1920.413951	1544.502027	18.228431	18.196767	18.260096	272.46724	0.999988	3003.625016	2152.934516	3004.125016	1943.565484	6.504154	29.687022	196551.277154	2087.904224	94.138072	2432	1653.82602	1553.544757	18.646054	18.218638	19.07347	274.746997	0.997842
50	WASP-12b_00089_out.fits	50	0	56319.582076	2456319.582076	2456319.581497	2456319.578643	NaN	-1	-65.897751	-20.01	100	0	0	25	40	60	0.403711	0.719536	0.396369	0.310505	0.06469	0.000942	0.00198	0.001214	0.001058	0.000721	428.730991	363.423738	326.460049	293.399098	89.759685	3117938.783527	4449.287262	2398.728067	2015.726039	2399.228067	2080.773961	6.509099	29.67232	1258745.946481	2322.403008	542.001514	6627	2187.551654	1546.968475	18.52662	18.473127	18.580112	58.617623	0.999841	1874.786229	1901.007725	1875.286229	2195.492275	6.513394	29.660039	1304694.127219	2339.27046	557.735478	6456	2215.49187	1552.537537	18.618216	18.510736	18.725695	62.195892	0.999582	1813.326192	1793.09705	1813.826192	2303.40295	6.513897	29.648505	885049.233099	2242.738348	394.62884	5058	2004.092857	1552.537126	18.586277	18.473927	18.698627	71.867877	0.999775	2429.860698	2345.813007	2430.360698	1750.686993	6.508844	29.707595	738750.836312	2214.506377	333.596166	4573	1923.455471	1547.500847	18.323787	18.29425	18.353323	48.990223	0.999461	3001.975144	2154.04464	3002.475144	1942.45536	6.504153	29.687038	189444.586896	2095.246302	90.416381	2420	1655.486062	1559.467518	17.703808	17.627869	17.779747	55.157099	0.999389
51	WASP-12b_00090_out.fits	51	0	56319.583455	2456319.583455	2456319.582876	2456319.580022	NaN	-1	-66.395612	-20.01	100	0	0	25	40	60	0.404987	0.721884	0.395409	0.309752	0.064847	0.000947	0.001991	0.001218	0.001057	0.000722	427.659493	362.579903	324.585836	293.039405	89.876007	3102189.748648	4437.016703	2400.889018	2016.390583	2401.389018	2080.109417	6.509098	29.672332	1256348.039087	2324.064652	540.582224	5877	2184.436577	1544.422293	19.761659	19.665101	19.858217	271.290817	0.999904	1876.904611	1901.611134	1877.404611	2194.888866	6.513393	29.660046	1300564.52732	2333.262525	557.401713	6008	2213.126976	1549.912021	19.697456	19.534929	19.859983	73.821057	0.999618	1815.397337	1793.769102	1815.897337	2302.730898	6.513897	29.64852	879049.040678	2246.154292	391.357372	4545	1998.474516	1550.437288	19.671873	19.53779	19.805956	68.68264	0.999657	2432.019655	2346.489021	2432.519655	1750.010979	6.508843	29.707612	733658.479657	2200.896854	333.345235	4111	1921.31001	1546.612115	19.40483	19.2668	19.542859	74.158424	0.999721	3004.044063	2154.741074	3004.544063	1941.758926	6.504153	29.687048	188917.700993	2086.587441	90.539077	2282	1654.066701	1557.876425	18.884436	18.082896	19.685976	84.168179	0.992514
52	WASP-12b_00091_out.fits	52	0	56319.584834	2456319.584834	2456319.584255	2456319.581401	NaN	-1	-66.893457	-20.02	100	0	0	25	40	60	0.403636	0.720415	0.396604	0.309412	0.06494	0.000944	0.001983	0.001217	0.001058	0.000721	427.601377	363.208569	325.837174	292.523827	90.047814	3108030.973606	4439.305114	2398.719257	2014.789673	2399.219257	2081.710327	6.509098	29.672334	1254514.707568	2323.0679	540.024985	5878	2188.556008	1549.801065	19.752228	19.613475	19.89098	61.485372	0.999334	1874.657929	1900.033973	1875.157929	2196.466027	6.513394	29.660048	1301471.609312	2330.157912	558.533652	6145	2217.957121	1553.602037	19.697664	19.393824	20.001504	71.03042	0.998471	1813.166661	1792.114605	1813.666661	2304.385395	6.513898	29.648513	882610.410405	2242.403276	393.600214	4607	2002.510163	1554.029263	19.742714	19.470562	20.014865	78.547712	0.999105	2429.770191	2344.821819	2430.270191	1751.678181	6.508844	29.707605	734421.965232	2210.023404	332.314112	4107	1924.810687	1551.059051	19.426828	19.259402	19.594254	65.040757	0.999283	3001.787396	2153.091903	3002.287396	1943.408097	6.504154	29.687047	189526.988657	2089.310436	90.712699	2287	1658.418616	1562.016282	18.816167	18.474597	19.157736	67.105649	0.997291
53	WASP-12b_00092_out.fits	53	0	56319.586214	2456319.586214	2456319.585635	2456319.58278	NaN	-1	-67.391384	-20.03	100	0	0	25	40	60	0.402283	0.718084	0.397553	0.30975	0.065058	0.000936	0.001965	0.001211	0.001051	0.000715	429.585527	365.505802	328.40167	294.685395	91.05412	3133201.982521	4444.971581	2401.233234	2015.762778	2401.733234	2080.737222	6.509098	29.672315	1260434.721575	2326.228742	541.836105	6588	2190.868193	1549.425587	18.498665	18.378627	18.618703	275.744708	0.999825	1877.292062	1900.984503	1877.792062	2195.515497	6.513393	29.660028	1309541.035813	2338.443366	560.005453	6897	2222.090678	1554.978586	18.40867	18.135417	18.681923	271.913056	0.999115	1815.792895	1793.146773	1816.292895	2303.353227	6.513897	29.648503	891282.410724	2244.909124	397.023827	5131	2007.634097	1554.055262	18.432098	18.340217	18.523978	279.98788	0.999887	2432.288517	2345.769374	2432.788517	1750.730626	6.508844	29.70758	740989.044304	2212.899888	334.849782	4799	1927.939888	1550.462025	18.128673	17.931221	18.326125	85.606526	0.999514	3004.430245	2154.070196	3004.930245	1942.429804	6.504153	29.687035	191389.49168	2086.363365	91.733537	2449	1660.617347	1562.969647	17.518521	17.098664	17.938379	287.148992	0.996637
54	WASP-12b_00093_out.fits	54	0	56319.587593	2456319.587593	2456319.587014	2456319.584159	NaN	-1	-67.889345	-19.98	100	0	0	25	40	60	0.40157	0.714708	0.39636	0.310631	0.066472	0.000933	0.001951	0.001206	0.001049	0.000715	430.215917	366.341704	328.584353	296.142041	92.998698	3140354.978173	4444.948521	2399.381264	2016.75938	2399.881264	2079.74062	6.509097	29.672316	1261071.739519	2325.117804	542.368966	6983	2187.129328	1545.035774	18.216751	18.073006	18.360497	70.962173	0.999598	1875.354209	1901.967338	1875.854209	2194.532662	6.513393	29.660028	1308932.541925	2337.931024	559.867904	6964	2219.843798	1551.680173	18.130258	17.891192	18.369324	70.780371	0.998867	1813.887032	1794.102615	1814.387032	2302.397385	6.513897	29.6485	891397.366599	2246.938224	396.716455	5265	2002.223972	1549.508194	18.198206	17.964893	18.431518	70.904129	0.998936	2430.403156	2346.709837	2430.903156	1749.790163	6.508844	29.707575	744290.819926	2209.340156	336.88376	4896	1924.993381	1546.026568	17.980366	17.810559	18.150174	64.604486	0.999107	3002.425187	2155.127435	3002.925187	1941.372565	6.504154	29.687045	195734.249723	2088.475657	93.721107	2453	1657.772287	1558.060494	18.081333	17.742351	18.420315	82.236661	0.998487
55	WASP-12b_00094_out.fits	55	0	56319.588972	2456319.588972	2456319.588394	2456319.585538	NaN	-1	-68.387285	-19.96	100	0	0	25	40	60	0.401818	0.722698	0.396364	0.308305	0.064938	0.000929	0.001965	0.001203	0.00104	0.000709	432.688696	367.70696	329.614864	296.533097	91.553937	3140984.94652	4428.049476	2400.691703	2015.668086	2401.191703	2080.831914	6.509098	29.672321	1262103.221818	2311.368102	546.041637	6707	2171.453435	1529.161719	18.344904	18.235815	18.453993	61.777259	0.999537	1876.716912	1900.963836	1877.216912	2195.536164	6.513393	29.660041	1317690.69116	2333.31626	564.728714	6936	2204.76108	1533.497355	18.324098	18.234164	18.414031	60.628351	0.999642	1815.212608	1793.031433	1815.712608	2303.468567	6.513897	29.648505	891582.451114	2241.811651	397.706226	5160	1987.106816	1533.606078	18.204587	18.05622	18.352954	79.146504	0.999692	2431.789135	2345.695452	2432.289135	1750.804548	6.508843	29.707593	740179.353705	2196.702377	336.950222	4634	1908.154865	1531.089478	18.010166	17.891561	18.12877	66.808557	0.999635	3003.803762	2154.05396	3004.303762	1942.44604	6.504153	29.687048	191532.450542	2076.544384	92.236146	2465	1642.176829	1544.85343	17.59919	17.177006	18.021374	63.996461	0.993932
56	WASP-12b_00095_out.fits	56	0	56319.590352	2456319.590352	2456319.589773	2456319.586918	NaN	-1	-68.885188	-19.97	100	0	0	25	40	60	0.400168	0.722136	0.396691	0.308387	0.064908	0.000926	0.001956	0.001197	0.001038	0.000708	432.221199	369.1017	331.314305	297.08945	91.619074	3148781.856713	4423.859559	2398.186245	2016.159787	2398.686245	2080.340213	6.509097	29.672331	1260043.201253	2316.225103	544.00723	6977	2173.445575	1532.528382	18.253796	18.127943	18.37965	74.7995	0.999744	1874.156293	1901.422404	1874.656293	2195.077596	6.513393	29.660049	1320365.794182	2326.931234	567.427939	6984	2208.313646	1536.029636	18.381431	18.183127	18.579735	81.781792	0.999494	1812.678458	1793.510894	1813.178458	2302.989106	6.513897	29.648515	894323.072522	2234.329888	400.264561	5276	1994.321611	1538.499453	18.330486	18.199569	18.461402	76.301524	0.999741	2429.243362	2346.193085	2429.743362	1750.306915	6.508843	29.707603	742169.095446	2199.938672	337.358993	4985	1912.065107	1534.563024	17.86857	17.640082	18.097059	78.739253	0.999234	3001.389661	2154.462171	3001.889661	1942.037829	6.504152	29.687043	191923.894563	2079.414394	92.297089	2438	1647.268094	1549.447556	17.48813	17.278861	17.697399	66.713256	0.998788
57	WASP-12b_00096_out.fits	57	0	56319.591731	2456319.591731	2456319.591152	2456319.588297	NaN	-1	-69.383048	-19.93	100	0	0	25	40	60	0.402227	0.723482	0.395073	0.310622	0.063859	0.00093	0.001964	0.001195	0.001042	0.000709	432.681396	368.455194	330.545126	298.212115	90.015216	3146369.234486	4426.641208	2401.108138	2014.94066	2401.608138	2081.55934	6.509098	29.672321	1265554.6565	2320.532955	545.372413	7000	2171.363775	1529.276176	18.196806	17.926521	18.467091	77.722472	0.998934	1877.186332	1900.140998	1877.686332	2196.359002	6.513393	29.660033	1320780.67434	2332.602088	566.22631	7419	2205.089567	1532.936552	18.182144	17.839565	18.524723	79.014498	0.99835	1815.696497	1792.291728	1816.196497	2304.208272	6.513897	29.648506	891025.868354	2232.977245	399.030429	5427	1987.381098	1534.624051	18.037266	17.712484	18.362048	77.919144	0.998443	2432.24084	2344.923501	2432.74084	1751.576499	6.508843	29.707588	745699.716554	2197.276374	339.374566	4974	1910.877229	1530.999635	17.965254	17.551538	18.37897	82.536405	0.99773	3004.347855	2153.232808	3004.847855	1943.267192	6.504153	29.687036	188862.975237	2083.244834	90.658079	2513	1643.723014	1547.560603	17.284958	16.768688	17.801229	70.425727	0.994077
58	WASP-12b_00097_out.fits	58	0	56319.59311	2456319.59311	2456319.592531	2456319.589676	NaN	-1	-69.880896	-19.95	100	0	0	25	40	60	0.402624	0.721695	0.394749	0.309858	0.065234	0.000929	0.001961	0.001195	0.001042	0.00071	433.574489	367.951282	330.44392	297.368123	91.818035	3139515.741872	4421.358819	2398.921398	2015.647531	2399.421398	2080.852469	6.509098	29.672323	1264043.048056	2308.819351	547.484604	6864	2167.048395	1523.114087	18.546864	18.400457	18.693271	80.126308	0.999719	1874.889448	1900.864934	1875.389448	2195.635066	6.513394	29.660036	1316012.790051	2334.061082	563.829627	6956	2197.28644	1528.920371	18.389817	18.112444	18.667189	78.556416	0.998928	1813.465855	1793.037238	1813.965855	2303.462762	6.513897	29.648512	888561.651512	2226.42038	399.098777	5146	1982.736977	1528.926123	18.313134	18.093175	18.533093	72.749247	0.999151	2430.027256	2345.66604	2430.527256	1750.83396	6.508843	29.707591	742678.854767	2196.315304	338.147648	4773	1905.083078	1526.551552	18.180738	17.931012	18.430463	82.514783	0.999192	3002.021608	2153.850019	3002.521608	1942.649981	6.504154	29.687028	192262.445541	2078.418641	92.504196	2453	1639.128999	1541.484284	17.666639	17.965121	17.368158	17.946691	0.998261
59	WASP-12b_00098_out.fits	59	0	56319.594489	2456319.594489	2456319.59391	2456319.591055	NaN	-1	-70.378727	-19.95	100	0	0	25	40	60	0.400465	0.725585	0.394767	0.308603	0.064569	0.000929	0.001976	0.0012	0.001044	0.000711	430.877723	367.119296	329.054827	295.630331	90.775333	3134696.26322	4427.015283	2402.191749	2016.824194	2402.691749	2079.675806	6.509097	29.672324	1255336.463164	2311.943509	542.978865	6342	2167.988804	1529.140731	18.54967	18.379273	18.720066	84.303731	0.999649	1878.114321	1902.066049	1878.614321	2194.433951	6.513393	29.66004	1318096.762212	2330.912464	565.485312	6586	2201.397462	1532.312811	18.525274	18.315559	18.734989	75.240539	0.999323	1816.616281	1794.151595	1817.116281	2302.348405	6.513897	29.648505	887227.534323	2234.727293	397.018257	4906	1984.247963	1532.502783	18.5036	18.352369	18.654832	75.084703	0.999645	2433.241689	2346.875206	2433.741689	1749.624794	6.508843	29.707599	739243.195235	2201.832901	335.739917	4540	1908.368635	1531.971897	18.142941	17.964823	18.321058	76.064703	0.999507	3005.297902	2155.061978	3005.797902	1941.438022	6.504153	29.687031	190128.77145	2079.239573	91.441493	2387	1645.250255	1548.344663	17.845008	17.457198	18.232818	77.624179	0.997711
60	WASP-12b_00099_out.fits	60	0	56319.595868	2456319.595868	2456319.59529	2456319.592434	NaN	-1	-70.876578	-19.94	100	0	0	25	40	60	0.40105	0.717994	0.398179	0.309467	0.064917	0.000929	0.00195	0.001203	0.001043	0.000712	431.762734	368.113765	331.060165	296.661653	91.226962	3142341.084254	4427.390368	2399.885967	2014.863332	2400.385967	2081.636668	6.509097	29.672319	1260237.019579	2316.618766	543.998451	7092	2166.756098	1526.391758	18.417429	18.292817	18.542041	66.053611	0.999593	1875.810101	1900.125182	1876.310101	2196.374818	6.513393	29.660038	1313264.973122	2326.539977	564.471269	7093	2198.975585	1530.987297	18.387386	18.173673	18.601098	71.269342	0.999143	1814.343352	1792.256964	1814.843352	2304.243036	6.513897	29.64851	894887.891832	2233.855314	400.602441	5327	1986.07888	1530.665195	18.393676	18.32009	18.467261	63.815344	0.999828	2430.909523	2344.962615	2431.409523	1751.537385	6.508843	29.707596	742631.422366	2203.201534	337.06922	5016	1905.641299	1528.862292	18.084932	17.959468	18.210397	59.070995	0.999135	3003.044097	2153.24079	3003.544097	1943.25921	6.504153	29.687041	191556.796933	2084.41614	91.899498	2455	1642.034079	1544.599289	17.740389	17.901243	17.579535	3.484909	0.999666
61	WASP-12b_00100_out.fits	61	0	56319.597247	2456319.597247	2456319.596669	2456319.593813	NaN	-1	-71.374396	-19.96	100	0	0	25	40	60	0.399723	0.723293	0.393379	0.309164	0.065883	0.000922	0.001954	0.001187	0.001037	0.000709	433.513569	370.134874	331.275278	298.196696	92.979454	3150388.428767	4414.435235	2401.675958	2016.469931	2402.175958	2080.030069	6.509098	29.672327	1259281.3753	2307.461367	545.743211	6270	2160.860418	1519.351821	18.60691	18.398081	18.815738	275.644635	0.999476	1877.593765	1901.684386	1878.093765	2194.815614	6.513394	29.66004	1322266.883925	2320.274261	569.875254	6410	2195.499745	1521.904797	18.644481	18.270165	19.018796	79.3859	0.998146	1816.176763	1793.835753	1816.676763	2302.664247	6.513897	29.648513	889418.823067	2227.179365	399.34764	4894	1975.58647	1523.186255	18.533501	18.292515	18.774487	84.388222	0.999297	2432.733047	2346.475084	2433.233047	1750.024916	6.508844	29.707596	743975.373884	2196.123123	338.767607	4559	1902.229358	1523.037016	18.451007	18.15762	18.744393	78.635267	0.998812	3005.048066	2154.752345	3005.548066	1941.747655	6.504152	29.687037	194727.347891	2078.528591	93.685191	2365	1637.249618	1538.050765	18.413076	18.0899	18.736251	276.71441	0.998698
62	WASP-12b_00101_out.fits	62	0	56319.598626	2456319.598626	2456319.598048	2456319.595192	NaN	-1	-71.872247	-19.99	100	0	0	25	40	60	0.399413	0.719893	0.39486	0.309328	0.066212	0.000922	0.001948	0.001192	0.001038	0.000707	433.117684	369.499681	331.389413	298.01518	93.705385	3146710.830171	4413.777085	2399.47448	2014.958805	2399.97448	2081.541195	6.509097	29.672327	1256837.587557	2304.946485	545.278424	6750	2166.884576	1524.98591	18.219296	17.876048	18.562544	86.014217	0.998553	1875.400323	1900.130666	1875.900323	2196.369334	6.513393	29.660037	1317114.469929	2327.646516	565.85674	6934	2199.494651	1528.524468	18.360061	18.048653	18.671468	78.069569	0.998625	1813.957319	1792.319312	1814.457319	2304.180688	6.513897	29.648514	890777.283784	2227.448403	399.909278	5158	1982.652218	1528.405771	18.274777	17.911886	18.637668	85.178172	0.998378	2430.551414	2344.987989	2431.051414	1751.512011	6.508843	29.707598	743408.24243	2195.406505	338.61986	4869	1907.404701	1527.533346	17.937262	17.653772	18.220752	75.099404	0.998674	3002.544761	2153.467523	3003.044761	1943.032477	6.504154	29.687062	195410.834028	2069.336547	94.431635	2427	1643.481841	1543.527451	18.078185	17.643344	18.513027	285.294451	0.996881
63	WASP-12b_00102_out.fits	63	0	56319.600006	2456319.600006	2456319.599427	2456319.596571	NaN	-1	-72.370103	-20	100	0	0	25	40	60	0.399254	0.717676	0.396561	0.311538	0.064612	0.000926	0.001949	0.001198	0.001045	0.000713	431.104079	368.194303	331.107454	297.985745	90.631332	3143353.54649	4427.145355	2401.210919	2015.685529	2401.710919	2080.814471	6.509097	29.672325	1254995.250505	2313.086071	542.563144	6657	2172.692817	1533.367677	18.889224	18.71954	19.058907	85.324608	0.999669	1877.05067	1900.910825	1877.55067	2195.589175	6.513394	29.660042	1313349.454281	2328.162826	564.11409	6948	2202.958354	1535.944919	18.950751	18.748974	19.152527	80.06222	0.999487	1815.545268	1793.010105	1816.045268	2303.489895	6.513898	29.648509	892571.705936	2228.345056	400.553632	5118	1991.696474	1535.604647	18.984423	18.684085	19.28476	88.393371	0.998996	2432.267858	2345.765691	2432.767858	1750.734309	6.508843	29.707601	746659.979693	2201.504634	339.158941	4791	1914.653435	1534.673802	18.786851	18.658831	18.914871	74.279945	0.999745	3004.325706	2153.999494	3004.825706	1942.500506	6.504153	29.687038	190772.406581	2089.767812	91.288805	2408	1649.723242	1552.489599	18.00177	17.338668	18.664872	280.611177	0.993771
