 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_T7,rel_flux_T8,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_T7,rel_flux_SNR_T8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8
12,WASP-12b_00051_clean.fits,12.000000,0.000000,56319.529668,2456319.529668,2456319.529090,2456319.534543,2456319.535307,1.283339,51.128259,-19.970000,100.000000,6.509110,29.672297,19.722189,18.000000,32.000000,48.000000,0.139466,0.089036,0.138741,0.744148,0.460653,0.057504,0.829518,0.985961,0.000207,0.000198,0.000228,0.000696,0.000452,0.000180,0.000528,0.000603,674.224888,449.859159,609.199024,1068.507809,1019.825359,319.388302,1569.642987,1636.332657,8342315.943862,3991.793496,2399.331870,2008.006274,2399.831870,2088.493726,6.509098,29.672292,1163469.908659,1017.876020,1633.370443,712.312332,5311.000000,1143.036957,1151.079219,3439.000000,20.329359,18.161390,17.631902,18.690878,89.863927,0.996606,2430.524780,2338.030591,2431.024780,1758.469409,6.508843,29.707566,682040.536594,1479.749955,460.916072,3695.000000,670.062486,1149.996041,20.138831,18.019802,17.497048,18.542555,89.789357,0.996639,2743.945982,2688.479269,2744.445982,1408.020731,6.506273,29.745026,1016407.191689,1589.199772,639.571695,5038.000000,998.556968,1148.225973,19.311859,17.696232,17.251762,18.140702,273.770582,0.997436,2161.459345,1593.305289,2161.959345,2503.194711,6.511050,29.627982,3559283.867849,2256.561613,1577.304093,13313.000000,3496.775441,1159.303582,20.496928,18.144618,17.675168,18.614068,88.208360,0.997316,2962.623878,981.356641,2963.123878,3115.143359,6.504504,29.562533,2630954.950246,2038.634316,1290.547760,11181.000000,2584.749910,1156.559779,19.100916,17.416677,16.913341,17.920012,75.097067,0.995570,1204.328989,2250.269178,1204.828989,1846.230822,6.518904,29.697969,453629.397483,1403.958433,323.107427,2860.000000,445.662722,1151.020296,19.815582,17.779902,17.109098,18.450705,271.841966,0.994299,1158.485941,3171.937764,1158.985941,924.562236,6.519310,29.796436,6920103.867657,2910.714719,2377.458644,29664.000000,6798.572452,1168.149970,18.360346,17.130537,16.583946,17.677129,76.866391,0.994946,1890.780932,1254.740658,1891.280932,2841.759342,6.513270,29.591810,8225199.635355,3126.757665,2630.584304,30225.000000,8080.748024,1175.989823,20.223689,17.983670,17.527289,18.440051,273.112708,0.997397
13,WASP-12b_00052_clean.fits,13.000000,0.000000,56319.531048,2456319.531048,2456319.530469,2456319.535922,2456319.536686,1.276390,51.518457,-19.970000,100.000000,6.509110,29.672297,19.332349,18.000000,32.000000,48.000000,0.139691,0.088826,0.138301,0.747442,0.459222,0.057624,0.829149,0.983528,0.000204,0.000194,0.000224,0.000688,0.000443,0.000176,0.000520,0.000592,686.390788,457.841924,617.540401,1086.827816,1036.112210,327.002630,1594.360918,1661.371742,8529531.624949,4011.805612,2402.008105,2014.109984,2402.508105,2082.390016,6.509098,29.672290,1191500.055038,1017.876020,1642.941376,725.223719,5973.000000,1170.574836,1146.276119,3445.000000,20.072524,17.428520,17.144359,17.712680,69.670194,0.998153,2433.073644,2344.144689,2433.573644,1752.355311,6.508843,29.707564,695838.523227,1483.318142,469.109427,4185.000000,683.618152,1145.638746,19.578006,17.288599,17.024684,17.552514,70.042664,0.998416,2746.507739,2694.586380,2747.007739,1401.913620,6.506274,29.745021,1036315.805081,1599.126374,648.051225,6050.000000,1018.115944,1145.897015,18.861475,16.930226,16.665638,17.194814,79.259291,0.998872,2164.013614,1599.327776,2164.513614,2497.172224,6.511051,29.627973,3648380.058231,2271.562551,1606.110321,16496.000000,3584.306917,1152.899264,20.014077,17.480857,17.255386,17.706327,70.452064,0.998896,2965.308969,987.631160,2965.808969,3108.868840,6.504505,29.562545,2684273.084230,2050.447740,1309.115581,12677.000000,2637.131666,1153.519676,18.872801,16.694084,16.527866,16.860302,54.349316,0.996143,1207.030719,2256.305334,1207.530719,1840.194666,6.518904,29.697959,464724.154180,1404.568989,330.866022,3205.000000,456.562632,1147.198111,19.382964,17.188017,16.707122,17.668912,75.417373,0.995900,1161.264188,3177.973927,1161.764188,918.526073,6.519310,29.796417,7072250.412546,2934.519776,2410.019680,35940.000000,6948.046987,1161.984907,17.791637,16.337027,16.027294,16.646760,61.757286,0.995287,1893.387659,1260.904412,1893.887659,2835.595588,6.513271,29.591816,8389031.886516,3150.925330,2662.402630,33543.000000,8241.703040,1167.269956,20.085311,17.337835,17.125050,17.550619,68.164337,0.998849
14,WASP-12b_00053_clean.fits,14.000000,0.000000,56319.532427,2456319.532427,2456319.531848,2456319.537301,2456319.538065,1.269574,51.908666,-19.950000,100.000000,6.509110,29.672297,19.049915,18.000000,32.000000,48.000000,0.139519,0.088976,0.138284,0.745168,0.460829,0.057488,0.830246,0.986645,0.000205,0.000196,0.000225,0.000690,0.000447,0.000177,0.000524,0.000597,682.003011,454.870925,614.731290,1079.895731,1030.166402,324.343821,1584.730028,1652.215259,8433756.315018,3992.092142,2400.808764,2017.496876,2401.308764,2079.003124,6.509099,29.672293,1176667.502264,1017.876020,1632.936438,720.583775,5695.000000,1156.002774,1139.332401,3464.000000,19.685697,17.570141,17.431748,17.708534,52.089408,0.995864,2431.891679,2347.494648,2432.391679,1749.005352,6.508844,29.707563,689087.021694,1478.540675,466.058887,3898.000000,676.985221,1136.088227,19.373308,17.425685,17.290993,17.560378,51.560248,0.995363,2745.374055,2698.100250,2745.874055,1398.399750,6.506274,29.745040,1024573.986398,1587.878641,645.247036,5503.000000,1006.580336,1137.416451,18.647138,17.103601,17.011692,17.195510,50.744452,0.997089,2162.927684,1602.800480,2163.427684,2493.699520,6.511051,29.627985,3601123.452475,2259.704624,1593.625740,13956.000000,3537.880235,1146.794201,19.959739,17.635619,17.537497,17.733740,49.741025,0.995438,2964.118478,990.908525,2964.618478,3105.591475,6.504505,29.562539,2660489.311246,2042.335142,1302.670290,11823.000000,2613.765586,1145.387162,18.565647,16.922746,16.894100,16.951392,46.069454,0.991772,1205.776085,2259.759310,1206.276085,1836.740690,6.518905,29.697967,458482.543205,1397.125889,328.161225,3072.000000,450.430636,1139.496328,19.015269,17.190621,16.922806,17.458437,56.127573,0.993235,1160.140402,3181.456468,1160.640402,915.043532,6.519310,29.796430,7002096.258985,2921.912727,2396.408419,32746.000000,6879.124887,1155.109675,17.371799,16.551518,16.432378,16.670659,49.022397,0.989419,1892.443583,1264.377886,1892.943583,2832.122114,6.513270,29.591829,8321120.301827,3138.594845,2651.224740,30752.000000,8174.984124,1161.411374,19.780722,17.432177,17.352894,17.511459,49.674891,0.996865
15,WASP-12b_00054_clean.fits,15.000000,0.000000,56319.533806,2456319.533806,2456319.533227,2456319.538680,2456319.539444,1.262888,52.298938,-19.920000,100.000000,6.509110,29.672297,19.130926,18.000000,32.000000,48.000000,0.139804,0.088797,0.138045,0.746171,0.460410,0.057715,0.828505,0.985872,0.000205,0.000196,0.000225,0.000690,0.000446,0.000177,0.000522,0.000596,683.406872,454.120632,614.777945,1081.203611,1031.418312,325.196993,1586.326211,1654.508432,8463278.404293,4001.714446,2398.627820,2014.405860,2399.127820,2082.094140,6.509097,29.672302,1183199.331689,1017.876020,1638.443065,722.148579,5880.000000,1162.419891,1142.986309,3572.000000,19.858838,17.693756,17.799915,17.587597,40.659641,0.993679,2429.648927,2344.363513,2430.148927,1752.136487,6.508843,29.707565,690224.983147,1483.655137,465.219286,3912.000000,678.103197,1141.356953,19.402843,17.599222,17.679035,17.519409,41.987888,0.992531,2743.033743,2694.874184,2743.533743,1401.625816,6.506274,29.745027,1026598.495425,1591.080958,645.220779,5426.000000,1008.569291,1140.608088,18.687234,17.253279,17.394258,17.112300,39.235879,0.993314,2160.616869,1599.524641,2161.116869,2496.975359,6.511050,29.627978,3616513.463064,2264.250071,1597.223518,15108.000000,3552.999965,1150.956262,19.965494,17.695049,17.818472,17.571626,40.165478,0.993102,2961.722287,987.624958,2962.222287,3108.875042,6.504505,29.562533,2668138.705033,2045.555638,1304.358902,12468.000000,2621.280640,1150.481331,18.552012,16.979274,17.171166,16.787381,39.069228,0.987911,1203.358688,2256.518435,1203.858688,1839.981565,6.518904,29.697960,461802.757625,1403.503145,329.035784,3131.000000,453.692541,1142.560897,19.063929,17.245329,17.152263,17.338395,48.218385,0.990731,1157.563944,3178.330272,1158.063944,918.169728,6.519310,29.796423,7011866.910255,2923.347344,2398.574677,32763.000000,6888.723945,1157.446588,17.627998,16.723069,16.813882,16.632256,42.572474,0.983534,1889.741504,1260.965271,1890.241504,2835.534729,6.513272,29.591809,8343708.084271,3141.266699,2656.160360,33426.000000,8197.175218,1165.000840,19.889055,17.547723,17.699462,17.395984,38.704191,0.993707
16,WASP-12b_00055_clean.fits,16.000000,0.000000,56319.535185,2456319.535185,2456319.534606,2456319.540059,2456319.540823,1.256329,52.689226,-19.930000,100.000000,6.509110,29.672297,20.497543,18.000000,32.000000,48.000000,0.139602,0.089038,0.138464,0.744989,0.460347,0.057593,0.829431,0.983964,0.000207,0.000198,0.000227,0.000696,0.000451,0.000179,0.000528,0.000601,674.312571,449.941338,610.036426,1069.967409,1020.958345,321.158038,1571.462823,1636.800310,8318656.480174,3974.464654,2400.287341,2016.279701,2400.787341,2080.220299,6.509099,29.672311,1161297.637412,1017.876020,1630.369877,712.290906,4434.000000,1140.902836,1134.595231,3455.000000,21.205564,18.461978,18.394002,18.529954,287.883695,0.999918,2431.407088,2346.333741,2431.907088,1750.166259,6.508844,29.707589,680117.776227,1475.422687,460.964700,3112.000000,668.173494,1131.972687,20.895225,18.332455,18.203006,18.461904,280.179294,0.999773,2744.998334,2696.772895,2745.498334,1399.727105,6.506274,29.745047,1011745.715565,1579.752306,640.445791,4240.000000,993.977357,1132.878873,20.306084,18.080710,17.995960,18.165461,279.229891,0.999902,2162.399544,1601.496228,2162.899544,2495.003772,6.511050,29.627994,3551488.377702,2248.762624,1579.307811,10708.000000,3489.116856,1143.923475,21.265470,18.462554,18.436226,18.488882,290.814508,0.999985,2963.646439,989.480659,2964.146439,3107.019341,6.504505,29.562537,2622299.175812,2030.585929,1291.400250,9006.000000,2576.246149,1140.975876,19.970449,17.838428,17.826970,17.849886,46.677067,0.999518,1205.243135,2258.558358,1205.743135,1837.941642,6.518904,29.697992,453005.434869,1394.154683,324.931975,2543.000000,445.049717,1134.451714,20.432208,18.152807,18.009510,18.296105,81.907472,0.999730,1159.427902,3180.086292,1159.927902,916.413708,6.519310,29.796454,6899750.942900,2900.111858,2379.132696,25219.000000,6778.576967,1153.006209,18.772676,17.571019,17.500500,17.641539,52.189927,0.998955,1891.741443,1262.920264,1892.241443,2833.579736,6.513270,29.591822,8185256.324410,3116.707321,2626.251194,23792.000000,8041.506201,1159.928509,21.132667,18.457246,18.475315,18.439176,330.248349,0.999985
17,WASP-12b_00056_clean.fits,17.000000,0.000000,56319.536564,2456319.536564,2456319.535985,2456319.541438,2456319.542202,1.249894,53.079519,-19.960000,100.000000,6.509110,29.672297,20.334002,18.000000,32.000000,48.000000,0.139401,0.089002,0.138262,0.746233,0.459903,0.057578,0.830960,0.985117,0.000208,0.000199,0.000228,0.000700,0.000452,0.000180,0.000530,0.000604,671.249828,447.844058,605.631451,1065.491559,1016.951632,319.081787,1566.803484,1631.767772,8297433.051641,3981.607584,2402.327507,2015.605818,2402.827507,2080.894182,6.509098,29.672313,1156666.340050,1017.876020,1631.315396,709.039063,4640.000000,1136.352874,1144.558958,3535.000000,20.973532,18.444412,18.349530,18.539294,310.307489,0.996019,2433.393768,2345.621830,2433.893768,1750.878170,6.508844,29.707586,678133.508153,1478.033085,458.808071,3281.000000,666.224073,1140.914186,20.620702,18.378733,18.270782,18.486684,310.357762,0.994699,2746.913776,2696.081819,2747.413776,1400.418181,6.506274,29.745046,1007869.000591,1585.701019,635.598381,4472.000000,990.168725,1142.456313,19.999895,18.053141,17.981597,18.124685,311.895617,0.994629,2164.351859,1600.687236,2164.851859,2495.812764,6.511050,29.627983,3545814.470479,2251.630420,1574.776410,11543.000000,3483.542594,1153.375988,21.107699,18.445030,18.326273,18.563786,309.618876,0.995245,2965.609384,988.847315,2966.109384,3107.652685,6.504505,29.562545,2613880.363392,2031.276538,1286.816597,9751.000000,2567.975188,1151.438997,19.823509,17.826232,17.776000,17.876463,311.521617,0.997835,1207.283562,2257.535530,1207.783562,1838.964470,6.518904,29.697964,451735.709026,1399.373255,322.812879,2580.000000,443.802291,1143.459670,20.372568,18.139707,17.871423,18.407992,301.873812,0.995530,1161.597007,3179.303291,1162.097007,917.196709,6.519310,29.796449,6894831.624366,2901.464801,2376.327854,25334.000000,6773.744042,1161.427234,18.823427,17.552703,17.376094,17.729312,299.387081,0.998494,1893.646865,1262.198870,1894.146865,2834.301130,6.513271,29.591822,8173945.439941,3115.738744,2623.437365,25191.000000,8030.393959,1169.956719,20.950679,18.350688,18.253185,18.448191,310.627030,0.995116
18,WASP-12b_00057_clean.fits,18.000000,0.000000,56319.537943,2456319.537943,2456319.537365,2456319.542817,2456319.543582,1.243583,53.469810,-19.980000,100.000000,6.509110,29.672297,19.807407,18.000000,32.000000,48.000000,0.139336,0.089262,0.138403,0.745508,0.459161,0.057866,0.829506,0.984688,0.000205,0.000196,0.000226,0.000692,0.000447,0.000178,0.000525,0.000598,678.855595,455.258593,613.465346,1077.033751,1026.667184,325.399819,1580.821045,1647.373475,8401280.565721,3986.899004,2399.766183,2014.732146,2400.266183,2081.767854,6.509098,29.672301,1170602.069717,1017.876020,1632.442929,717.086061,5306.000000,1150.043863,1137.049743,3436.000000,20.454197,18.071182,18.004278,18.138086,312.346651,0.993591,2430.839655,2344.779799,2431.339655,1751.720201,6.508844,29.707576,688462.482744,1475.664298,466.544107,3618.000000,676.371650,1133.790134,20.350534,18.001468,17.938144,18.064792,312.339516,0.994244,2744.319658,2695.265568,2744.819658,1401.234432,6.506274,29.745036,1021396.984668,1586.130865,643.955053,5147.000000,1003.459129,1133.680672,19.577335,17.617068,17.578360,17.655777,313.518242,0.992775,2161.810276,1599.983143,2162.310276,2496.516857,6.511050,29.627988,3588194.027415,2258.004004,1589.099940,13659.000000,3525.177878,1144.585153,20.579488,18.074508,18.061159,18.087858,314.477120,0.993449,2963.015493,988.075680,2963.515493,3108.424320,6.504505,29.562540,2643670.250963,2038.515041,1296.860802,10789.000000,2597.241903,1143.175779,19.311329,17.407419,17.396925,17.417913,314.397488,0.996713,1204.592918,2256.885602,1205.092918,1839.614398,6.518904,29.697972,459556.819930,1395.651020,329.277744,2888.000000,451.486046,1135.390334,19.726867,17.779584,17.592097,17.967072,307.319281,0.993663,1158.852146,3178.537690,1159.352146,917.962310,6.519311,29.796435,6968913.675950,2914.931549,2390.764092,30596.000000,6846.525059,1154.284450,18.228739,17.070696,16.992418,17.148974,309.048832,0.998023,1891.017517,1261.372816,1891.517517,2835.127184,6.513271,29.591813,8272642.610857,3131.344268,2641.882177,30232.000000,8127.357802,1161.552386,20.230768,17.948451,17.959953,17.936949,315.436596,0.992927
19,WASP-12b_00058_clean.fits,19.000000,0.000000,56319.539322,2456319.539322,2456319.538744,2456319.544196,2456319.544961,1.237392,53.860079,-20.010000,100.000000,6.509110,29.672297,20.773595,18.000000,32.000000,48.000000,0.139406,0.088911,0.138698,0.744505,0.459458,0.058156,0.830819,0.984908,0.000208,0.000198,0.000228,0.000698,0.000452,0.000181,0.000530,0.000603,671.552309,448.644871,608.127029,1066.724105,1017.509654,321.745175,1567.704881,1632.628631,8296744.542022,3976.681506,2401.132643,2017.142410,2401.632643,2079.357590,6.509098,29.672314,1156614.348172,1017.876020,1630.640194,709.300772,4543.000000,1136.301795,1139.944412,3425.000000,21.452136,18.585751,18.383323,18.788178,306.168422,0.994847,2432.245608,2347.155315,2432.745608,1749.344685,6.508843,29.707588,677437.248118,1473.821145,459.646851,3247.000000,665.540041,1136.947022,21.146215,18.456422,18.249236,18.663607,305.950344,0.994779,2745.770824,2697.642312,2746.270824,1398.857688,6.506274,29.745051,1010578.373179,1582.884248,638.441108,4386.000000,992.830515,1138.514668,20.525637,18.142761,17.999263,18.286258,309.175335,0.993863,2163.055282,1602.387736,2163.555282,2494.112264,6.511051,29.628001,3540813.097199,2248.034164,1575.070857,11504.000000,3478.629055,1150.889525,21.443159,18.541293,18.373337,18.709248,307.964013,0.994449,2964.387056,990.432601,2964.887056,3106.067399,6.504505,29.562548,2611932.019450,2030.025357,1286.649948,9428.000000,2566.061061,1147.126651,20.114155,17.885732,17.743389,18.028076,305.269832,0.997718,1205.839964,2259.227001,1206.339964,1837.272999,6.518905,29.697985,455983.804077,1400.594137,325.564553,2587.000000,447.975780,1139.568208,20.766740,18.332254,18.025317,18.639191,300.554707,0.995199,1160.274257,3180.842605,1160.774257,915.657395,6.519310,29.796461,6893089.494524,2901.247550,2375.905322,25009.000000,6772.032508,1157.985032,19.563714,17.676687,17.493407,17.859967,301.187017,0.998000,1892.334331,1263.756737,1892.834331,2832.743263,6.513271,29.591824,8171531.816345,3116.269096,2622.216363,25442.000000,8028.022723,1165.946569,21.177005,18.429096,18.275164,18.583029,308.762345,0.994020
20,WASP-12b_00059_clean.fits,20.000000,0.000000,56319.540702,2456319.540702,2456319.540123,2456319.545575,2456319.546340,1.231320,54.250308,-20.040000,100.000000,6.509110,29.672297,21.894779,18.000000,32.000000,48.000000,0.139365,0.088832,0.138696,0.744699,0.460362,0.057685,0.834365,0.986609,0.000212,0.000203,0.000234,0.000712,0.000461,0.000185,0.000542,0.000615,656.766950,437.461640,593.757727,1045.433682,998.044983,311.233451,1540.174173,1603.243031,8118405.650432,3973.409481,2400.564677,2016.010049,2401.064677,2080.489951,6.509098,29.672322,1131418.830729,1017.876020,1631.283748,693.575739,3943.000000,1111.548763,1163.538373,3352.000000,22.522194,19.275512,18.916001,19.635022,302.333596,0.992405,2431.684779,2346.036277,2432.184779,1750.463723,6.508843,29.707598,662340.739853,1478.180299,448.078452,2852.000000,650.708659,1160.007110,22.302834,19.173153,18.850776,19.495531,303.517936,0.992575,2745.135480,2696.560490,2745.635480,1399.939510,6.506274,29.745066,988842.084436,1586.909577,623.124404,3695.000000,971.475961,1159.639849,21.724036,18.864893,18.577533,19.152253,305.049940,0.991993,2162.504025,1601.184893,2163.004025,2495.315107,6.511051,29.628000,3465221.221228,2238.065980,1548.310573,9480.000000,3404.364730,1174.832571,22.686405,19.254471,18.940381,19.568562,303.818406,0.992651,2963.896476,989.173856,2964.396476,3107.326144,6.504504,29.562547,2559231.031543,2024.306725,1264.250620,7985.000000,2514.285612,1173.989833,21.195398,18.696897,18.428034,18.965761,301.744900,0.995850,1205.352899,2258.106472,1205.852899,1838.393528,6.518905,29.697995,442770.573371,1406.387873,314.828208,2426.000000,434.994601,1164.128592,21.966473,18.936001,18.423874,19.448127,297.552302,0.991073,1159.680035,3179.651456,1160.180035,916.848544,6.519311,29.796475,6773710.695150,2889.898578,2343.926789,20177.000000,6654.750248,1186.952524,20.455699,18.442757,18.155397,18.730117,299.190738,0.996469,1891.776217,1262.616311,1892.276217,2833.883689,6.513271,29.591828,8009692.626631,3096.990617,2586.282497,20743.000000,7869.025767,1191.851730,22.305191,19.150971,18.883435,19.418507,306.016180,0.991800
21,WASP-12b_00060_clean.fits,21.000000,0.000000,56319.542081,2456319.542081,2456319.541502,2456319.546955,2456319.547719,1.225364,54.640522,-20.040000,100.000000,6.509110,29.672297,20.424585,18.000000,32.000000,48.000000,0.139542,0.089041,0.138601,0.744332,0.459949,0.057922,0.832988,0.986272,0.000209,0.000200,0.000230,0.000703,0.000455,0.000182,0.000534,0.000607,666.295676,444.506569,602.194344,1059.083097,1011.131169,317.491059,1560.308850,1624.213929,8308925.538116,4012.598754,2398.640512,2018.194060,2399.140512,2078.305940,6.509097,29.672309,1159447.309642,1017.876020,1647.593988,703.721498,4666.000000,1139.085004,1174.919469,3337.000000,21.026215,18.552215,18.425333,18.679098,309.774644,0.994314,2429.720517,2348.279881,2430.220517,1748.220119,6.508843,29.707588,679344.941700,1491.888862,455.358947,3270.000000,667.414232,1172.956219,20.798018,18.432906,18.338739,18.527073,310.930486,0.994792,2743.120394,2698.731926,2743.620394,1397.768074,6.506274,29.745046,1011439.598916,1600.285888,632.036817,4536.000000,993.676616,1172.164271,20.256192,18.156276,18.106147,18.206404,313.047945,0.993423,2160.563367,1603.434777,2161.063367,2493.065223,6.511050,29.627998,3545540.720923,2264.534879,1565.681657,11402.000000,3483.273652,1189.451885,21.111818,18.550626,18.453255,18.647997,311.215179,0.993650,2961.878315,991.416719,2962.378315,3105.083281,6.504504,29.562543,2617680.068864,2044.598858,1280.290292,9400.000000,2571.708163,1186.504619,19.725926,17.902071,17.827281,17.976860,310.235548,0.997453,1203.374794,2260.343972,1203.874794,1836.156028,6.518904,29.697980,454920.207713,1416.262247,321.211844,2634.000000,446.930863,1180.510134,20.482474,18.288247,18.072555,18.503939,305.764782,0.994458,1157.680035,3182.053677,1158.180035,914.446323,6.519310,29.796454,6921232.517032,2916.241369,2373.340078,24510.000000,6799.681280,1198.427736,19.035930,17.661010,17.580483,17.741538,309.274414,0.997890,1889.831964,1264.767114,1890.331964,2831.732886,6.513271,29.591819,8194862.616919,3129.612019,2618.491547,26048.000000,8050.943787,1204.118370,20.960104,18.464216,18.404452,18.523979,312.778048,0.993020
